,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
163,164,San Marino,"5,083",,90 ,,"4,968",,25,4,"149,531","2,648","63,241","1,860,412","33,993 ",Europe,7,378,1,,,735
164,165,Chad,"4,901",,173 ,,"4,678",,50,,291,10,"116,600","6,927","16,832,599 ",Africa,"3,435","97,298",144,,,3
165,166,Saint Lucia,"4,818",,75 ,,"4,516",,227,2,"26,134",407,"43,118","233,883","184,357 ",North America,38,"2,458",4,,,"1,231"
166,167,Timor-Leste,"4,458",+179,10 ,+2,"2,336",+69,"2,112",,"3,326",7,"84,840","63,304","1,340,190 ",Asia,301,"134,019",16,134,1,"1,576"
167,168,Burundi,"4,329",+39,6 ,,773,,"3,550",,355,0.5,"279,132","22,887","12,196,263 ",Africa,"2,817","2,032,711",44,3,,291
168,170,Vietnam,"4,175",+190,36 ,,"2,668",,"1,471",,43,0.4,"3,091,540","31,514","98,099,586 ",Asia,"23,497","2,724,989",32,2,,15
169,171,Sierra Leone,"4,107",+4,79 ,,"3,104",+3,924,,506,10,"153,257","18,880","8,117,392 ",Africa,"1,976","102,752",53,0.5,,114
170,172,Channel Islands,"4,057",,86 ,,"3,956",,15,,"23,149",491,"454,413","2,592,868","175,255 ",Europe,43,"2,038",0,,,86
171,173,Barbados,"3,965",,46 ,,"3,917",,2,,"13,783",160,"162,444","564,667","287,681 ",North America,73,"6,254",2,,,7
172,174,Comoros,"3,863",,146 ,,"3,699",,18,,"4,362",165,,,"885,629 ",Africa,229,"6,066",,,,20
173,175,Eritrea,"3,844",,12 ,,"3,654",,178,,"1,071",3,"23,693","6,602","3,589,002 ",Africa,934,"299,084",151,,,50
174,176,Guinea-Bissau,"3,746",,67 ,,"3,438",,241,9,"1,865",33,"65,627","32,679","2,008,213 ",Africa,536,"29,973",31,,,120
175,177,Liechtenstein,"2,985",+1,58 ,,"2,887",,40,3,"78,094","1,517","39,109","1,023,180","38,223 ",Europe,13,659,1,26,,"1,046"
176,178,New Zealand,"2,646",+1,26 ,,"2,601",,19,,529,5,"2,080,353","415,896","5,002,100 ",Australia/Oceania,"1,890","192,388",2,0.2,,4
177,179,Monaco,"2,493",,32 ,,"2,434",,27,1,"63,139",810,"51,953","1,315,799","39,484 ",Europe,16,"1,234",1,,,684
178,180,Bermuda,"2,466",,32 ,,"2,250",,184,7,"39,725",515,"253,555","4,084,524","62,077 ",North America,25,"1,940",0,,,"2,964"
179,181,Turks and Caicos,"2,404",,17 ,,"2,365",,22,2,"61,372",434,"65,926","1,683,031","39,171 ",North America,16,"2,304",1,,,562
180,182,Sao Tome and Principe,"2,327",,35 ,,"2,274",,18,,"10,450",157,"12,999","58,374","222,684 ",Africa,96,"6,362",17,,,81
181,183,Sint Maarten,"2,282",,27 ,,"2,223",,32,2,"52,703",624,"26,880","620,800","43,299 ",North America,19,"1,604",2,,,739
182,184,Liberia,"2,114",,85 ,,"1,962",,67,2,410,16,"97,875","18,966","5,160,456 ",Africa,"2,441","60,711",53,,,13
183,185,St. Vincent Grenadines,"1,932",,12 ,,"1,769",,151,2,"17,367",108,"46,829","420,946","111,247 ",North America,58,"9,271",2,,,"1,357"
184,186,Saint Martin,"1,773",,12 ,,"1,399",,362,7,"45,187",306,"27,588","703,112","39,237 ",North America,22,"3,270",1,,,"9,226"
185,187,Taiwan,"1,682",+207,12 ,,"1,116",,554,,71,0.5,"571,259","23,948","23,854,313 ",Asia,"14,182","1,987,859",42,9,,23
186,188,Caribbean Netherlands,"1,594",,17 ,,"1,558",,19,,"60,299",643,"10,072","381,010","26,435 ",North America,17,"1,555",3,,,719
187,189,Laos,"1,591",+21,2 ,,574,+19,"1,015",,216,0.3,"221,480","30,063","7,367,128 ",Asia,"4,631","3,683,564",33,3,,138
188,190,Isle of Man,"1,590",,29 ,,"1,557",,4,1,"18,613",339,"44,761","523,986","85,424 ",Europe,54,"2,946",2,,,47
189,191,Bhutan,"1,286",+7,1 ,,"1,155",+1,130,,"1,651",1,"745,825","957,431","778,986 ",Asia,606,"778,986",1,9,,167
190,192,Mauritius,"1,282",,17 ,,"1,134",,131,,"1,007",13,"358,675","281,622","1,273,606 ",Africa,993,"74,918",4,,,103
191,193,Antigua and Barbuda,"1,241",,33 ,,"1,179",,29,4,"12,582",335,"16,700","169,313","98,634 ",North America,79,"2,989",6,,,294
192,194,St. Barth,974,,1 ,,462,,511,,"98,354",101,"26,385","2,664,344","9,903 ",North America,10,"9,903",0,,,"51,601"
193,196,Faeroe Islands,670,,1 ,,663,,6,,"13,666",20,"259,694","5,297,175","49,025 ",Europe,73,"49,025",0,,,122
194,197,Cayman Islands,565,,2 ,,547,,16,,"8,510",30,"93,583","1,409,552","66,392 ",North America,118,"33,196",1,,,241
195,198,Tanzania,509,,21 ,,183,,305,7,8,0.3,,,"61,202,560 ",Africa,"120,241","2,914,408",,,,5
196,199,Wallis and Futuna,445,,7 ,,436,,2,1,"40,210",633,"17,264","1,559,953","11,067 ",Australia/Oceania,25,"1,581",1,,,181
197,200,British Virgin Islands,248,,1 ,,209,,38,,"8,156",33,"39,777","1,308,196","30,406 ",North America,123,"30,406",1,,,"1,250"
198,201,Brunei ,232,,3 ,,220,,9,,526,7,"123,068","278,991","441,118 ",Asia,"1,901","147,039",4,,,20
199,202,Dominica,178,, ,,176,,2,,"2,467",,"15,844","219,622","72,142 ",North America,405,,5,,,28
200,203,Fiji,172,+4,4 ,,119,+10,49,,191,4,"70,792","78,475","902,093 ",Australia/Oceania,"5,245","225,523",13,4,,54
201,205,New Caledonia,124,, ,,58,,66,,431,,"32,150","111,678","287,882 ",Australia/Oceania,"2,322",,9,,,229
202,206,Anguilla,109,, ,,95,,14,,"7,209",,"21,728","1,437,132","15,119 ",North America,139,,1,,,926
203,211,Vatican City,27,, ,,15,,12,,"33,624",,,,803 ,Europe,30,,,,,"14,944"
204,215,Western Sahara,10,,1 ,,8,,1,,16,2,,,"610,031 ",Africa,"61,003","610,031",,,,2
205,219,Samoa,3,, ,,2,,1,,15,,,,"199,560 ",Australia/Oceania,"66,520",,,,,5
206,222,China,"90,847",+18,"4,636 ",,"85,920",+6,291,1,63,3,"160,000,000","111,163","1,439,323,776 ",Asia,"15,843","310,467",9,0.01,,0.2
207,142,Tajikistan,"13,308",,90 ,,"13,218",,0,,"1,369",9,,,"9,722,925 ",Asia,731,"108,033",,,,
208,169,Gibraltar,"4,286",,94 ,,"4,192",+3,0,,"127,249","2,791","244,039","7,245,383","33,682 ",Europe,8,358,0,,,
209,195,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
210,204,Grenada,161,,1 ,,160,,0,,"1,425",9,"28,684","253,892","112,977 ",North America,702,"112,977",4,,,
211,213,Montserrat,20,,1 ,,19,,0,,"4,004",200,"1,408","281,882","4,995 ",North America,250,"4,995",4,,,
212,216,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
213,217,Vanuatu,4,,1 ,,3,,0,,13,3,"23,000","73,400","313,351 ",Australia/Oceania,"78,338","313,351",14,,,
214,207,Falkland Islands,63,, ,,63,,0,,"17,662",,"7,258","2,034,763","3,567 ",South America,57,,0,,,
215,208,Macao,49,, ,,49,,0,,75,,"4,483","6,823","657,015 ",Asia,"13,408",,147,,,
216,209,Saint Kitts and Nevis,45,, ,,45,,0,,841,,"14,008","261,705","53,526 ",North America,"1,189",,4,,,
217,210,Greenland,31,, ,,31,,0,,545,,"20,669","363,532","56,856 ",North America,"1,834",,3,,,
218,212,Saint Pierre Miquelon,25,, ,,25,,0,,"4,334",,"5,318","921,824","5,769 ",North America,231,,1,,,
219,214,Solomon Islands,20,, ,,20,,0,,29,,"4,500","6,415","701,442 ",Australia/Oceania,"35,072",,156,,,
220,218,Marshall Islands,4,, ,,4,,0,,67,,,,"59,537 ",Australia/Oceania,"14,884",,,,,
221,220,Saint Helena,2,, ,,2,,0,,328,,,,"6,093 ",Africa,"3,047",,,,,
222,221,Micronesia,1,, ,,1,,0,,9,,,,"116,070 ",Australia/Oceania,"116,070",,,,,
